cus_id,comment_time,comment_star,cus_comment,kouwei,huanjing,fuwu,shopID,label,year,month,weekday,hour,comment_len
JuicewithWwww,2018/6/28 22:17,sml-str40,双皮奶 太 好吃 啦 满脑 萦绕 双皮奶 哈哈哈 广州 人民 太 幸福 啦 呜呜 可以 每天 吃 那么 好吃 的 双皮奶 因为 吃 完来 的 正好 路过 这家 老字号 怎么 的 也 不能 错过 于是 我们仨 就 点 了 一份 尝尝 味道 点 了 份 牛杂 超级 超级 鲜 而且 料 特别 多 真的 太 满足 了 吃 到 后边 有点 甜味 了 都 因为 人 很多 翻桌 也 快 大家 都 是 拼桌 的 小 走廊 里 都 是 上菜 员体 感 不是 很 好 但是 可以 接受,很好,好,好,518986,4,2018,6,3,22,199
阿曼达_GL,2018/6/28 22:07,sml-str50,这家 一定 要强 推 与 广州 其他 出名 的 老字号 都 有 众多 分店 不同 这家 只此一家 别无分号 双皮奶 味道 惊艳 秒杀 香港 的 澳洲 和 顺义 下午 三点 仍 座无虚席 除 各式 甜品 外 咸品 的 选择 也 很多 味道 同样 出色 一个 人点 了 红豆 双皮奶 芝麻糊 韭黄 鲜虾 肠粉 牛 三星 汤 每 一样 都 很 满意 吃 到 拍手,非常好,很好,很好,518986,5,2018,6,3,22,195
amyfeel,2018/6/28 20:47,sml-str30,这家 店 可以 说 是 广州 美食 的 老字号 小吃店 了 地处 上下 九路 除了 广州 本地人 来 吃 更 多 的 是 旅游 在 广州 的 外地人 今天 吃 的 是 斋拉肠 肠粉 质地 还是 的 但 性价比 不高元 钱 一碟 姜撞 奶元 一碗 我 觉得 和 番禺 的 沙湾 姜撞奶 对比 来看 沙湾 的 更 好吃 虽然 小碗 点 也 要 十块钱 但 口感 更嫩 滑 更重 姜味 更 符合 对 姜撞奶 的 期望 以后 还是 乖乖 的 吃 牛 三星 汤面 吧 我 的 最 爱,好,好,很好,518986,3,2018,6,3,20,234
叮当姝蜜,2018/6/28 20:14,sml-str30,这家 店 听说 很多 本地人 都 会 来试 所以 想来 尝试 一下 但是 可能 我们 不是 本地人 所以 对于 这些 甜品 真的 不是 很 适应 点 了 一份 双皮奶 和 姜撞奶 真的 很甜 很甜 有点 不 适应 而且 双皮奶 是 热 的 人生 中 第一次 吃 热 的 双皮奶 可能 我 以前 吃 得 双皮奶 都 是 假 的 吧 不过 看到 很多 本地人 在 吃 可能 就是 本地 味道 吧,一般,很好,很好,518986,3,2018,6,3,20,201
蓝电流星,2018/6/28 10:45,sml-str50,这 属于 广州 的 一处 签到 必去 的 美食 景点 吧 晚饭 后 宵夜 的 好去处 啊 溜 达到 这里 的 时候 来 上 一份 甜品 很 是 惬意 这里 很 火爆 从 穿者 打扮 和 各种 口音 来看 大多数 是 旅游 慕名而来 的 各种 拼桌 不过 甜品 质量 还是 在线 的 没有 因为 成为 旅游景点 而 砸 了 招牌 点 了 知名 的 牛奶 甜品 和 红 豆沙 还 真是 挺 大碗 的 吃 完 了 甚 是 满足 下次 要 再 尝尝 别的 还会 再 来 的,非常好,非常好,非常好,518986,5,2018,6,3,10,225
远方的矢车菊827,2018/6/28 8:48,sml-str40,这家 甜品店 一直 高居榜首 岂能 错过 广州 就此 一家 在 上下 九 步行街 上 一到 那里 才 知道 那个 人气 啊 挤 得 水泄不通 自己 找 位置 基本 都 需要 拼桌 人太多 所以 服务 不 可能 太 跟上 不过 还 算 可以 人太多 上 甜品 的 速度 就 比较慢 了 就 耐心 等等 聊聊天 南信 双皮奶 元热 的 表面 结了 一层 烟奶 味十足 很 醇厚 入口 却 很 爽滑 稍微 有点 甜 两人 一碗 还是 不错 的 双皮奶 吃 了 不少 他家 算棒 的 芝麻糊 元 上来 滚烫 的 冒 着 热泡 真心 厚实 芝麻 很 醇香 搅拌 开 刚刚 好 滑爽 满足 杨枝 甘露 元 浓郁 的 芒果 底西米 很大 颗 煮 的 很 软 糯 没有 一点 结块 芒果 甜甜的 很 浓厚 不是 平时 上海 吃 的 薄薄的 那种 我 喜欢 推荐 指数 果然 不错 值得 品尝 门口 有 外卖 速度 很快 里面 买单 准备 零钱 只能 用 零钱,很好,好,好,518986,4,2018,6,3,8,379
我爱维他奶原味,2018/6/27 23:40,sml-str40,南信 牛奶 甜品 专家 一家 比较 旧 的 甜品店 老字号 无论 什么 时候 都 是 很多 人 的 有 位置 坐 都 是 很 满足 了 因为 好吃 才 这么 多人来 品偿 店里 好像 只有 一层 地方 也 挺 大 的 因为 摆 了 很多 张 桌子 感觉 位置 很窄 服务 不错 的 味道 当然 是 好 了 甜品 做 得 很 好 很 足料 双皮奶 很 滑 甜品 价格 都 是 有点 偏贵 的 除了 甜品 还有 面条 吃 招牌 云吞面 也 是 不错 的,很好,很好,很好,518986,4,2018,6,2,23,224
喵多里骚多里,2018/6/27 23:33,sml-str40,年 夏天 第一次 来南信 是 陪 来 广州 旅游 的 同学 她 看到 这家 店 都 发光 了 兴奋 地 说 是 旅游 攻略 里 推荐 的 一定 要 试试 可是 那次 完全 没有 服务 还 让 我们 等 了 许久 最好 只 给 了 三星 评价 今年 再来 南信 老店 依然 保持 着 它 的 傲娇 只能 现金 结账 去 还要 先有 座位 再点 餐南信 老店 有 上下 两层 就餐 区 容纳 三四十 人 就餐 不成问题 周末 一座 难求 平日 只要 愿意 拼桌 随时 有 位置 现在 服务员 看 你 坐定 后 会 及时 端 来 茶水 洗 筷子 也好 润 润喉 也好 总之 不让 你 对 着 桌子 干 等 下单 后 基本上 三五分钟 就 陆续 上菜 二十分钟 内 就 完全 上齐 了 店员 收拾 桌面 清理 空盘 也 很 主动 再 餐饮 竞争 激烈 的 时代 同类 餐馆 菜品 都 差异性 不 大 服务 越来越 显得 关键 唠叨 了 这么 多 再说 说 菜品 南信 的 甜品 普遍 偏甜 尤其 是 番薯 糖水 甜到 没 朋友 有 高血糖 糖尿病 什么 的 慎重 肠粉 只 吃 过 两款 粉 比较 有 弹性 裹 的 馅料 充足 在 糖水 老铺 里 南信 价格 是 偏贵 的 不过 这家 店 毕竟 名声在外 来 广州 旅游 总 要 逛逛 上下 九 步行街 来 上下 九 一般 也 不会 错过 南信 甜品 了,很好,很好,很好,518986,4,2018,6,2,23,484
Sunshine_V5,2018/6/27 16:38,sml-str40,假期 人多 位子 基本 要 靠 拼桌 红豆 双皮奶 大 好评 很 滑顺 入口 即化 糖 不 甩 就是 芝麻汤圆 外面 裹 了 花生糖 碎 就 比较 一般 了,很好,好,好,518986,4,2018,6,2,16,51
未眠西雅图,2018/6/27 10:41,sml-str50,去 广州 后 旅游 好多 攻略 都 推荐 南信 的 甜品 我们 就 去 了 店 里面 的 人 真的 是 好多好多 我们 就 打包 了 外卖 外卖 了 红豆 双皮奶 和 椰汁 西米露 椰汁 西米露 我 感觉 很 好喝 天气 热 甜品 都 不凉 了 双皮奶 奶味 浓郁 红豆 拌 在 里面 很 糯 很 软 棒棒 的 味道,非常好,非常好,非常好,518986,5,2018,6,2,10,177
tao_yin,2018/6/27 9:37,sml-str40,来 广州 必须 刷 的 网红店 住 的 地方 就是 小吃 一条街 感觉 都 是 游客 来 的 不过 网红 的 几款 必须 刷 啊 冷 的 红豆 双皮奶 很 浓郁 很 厚实 老公 说 很 赞 只是 吃 多 了 有点 腻 两个 人分 着 吃 正好 净 云吞 一碗 有个料 满足 额 价钱 也 不贵 这家 店 是 唯一 一家 收 现金 的 在 如今 手机 支付 的 时代 一定 要 准备 好 零钱 哦,很好,很好,很好,518986,4,2018,6,2,9,172
我_爱美食,2018/6/27 8:14,sml-str50,这是 一家 有 回忆 的 小吃店 年 月份 我 第一次 去 广州 是 单位 组织 的 培训 我们 在 广州 呆 了 半个 月 中间 学习 培训 考试 对于 没有 去过 广州 的 我们 连 公车上 的 粤语 广告 都 觉得 新奇 有趣 我们 当中 的 一个 同事 是 个 无所不知 道 的 人 休息 时 他 带 我们 几个 人去 的 上下 九 步行街 然后 就 推荐 了 这家 店 时隔 十一年 半 再次 去 是 带 妈妈 一起 点 了 双皮奶 净 鲜虾 云吞 猪脚 姜醋 蛋 肠粉 和 牛 三星 汤 因为 每 一样 都 想 吃 所以 点 的 有 的 多 猪脚 姜量 太少 牛 三星 一般般 我 最 爱 吃 的 是 双皮奶 云吞 和 肠粉 更 有 广东 特色 一些,很好,很好,很好,518986,5,2018,6,2,8,306
狗蛋妹,2018/6/27 6:57,sml-str50,甜品 一直 是 我 的 最爱到 广州 来 绝对 不能不 吃 双皮奶 大众 点评 上查 到 南信 的 双皮奶 排 在 首位 我们 一行 人 就 特意 找到 位于 上下 九 步行街 的 店 去 品尝 一下 那家店 总共 两楼 人气 很 好 几乎 都 满座 了 我们 点 了 三份 不同 加料 的 双皮奶 因为 要 现炖 所以 上来 的 速度 等 了 将近 分钟,非常好,非常好,非常好,518986,5,2018,6,2,6,188
orange莹,2018/6/26 23:56,sml-str40,经过 上下 九 的话 基本 都 是 会 选择 老 西关 的 特色 食品 它家 主营 各种 粉面 小吃 和 粤式 甜品 比较 喜欢 它家 的 牛 三星 满满 一碗 都 是 牛 三星 不会 用 配菜 来 充数 搭配 咸酸 萝卜 好吃 煎 饺 的 味道 一般般 吧 皮厚肉 的 口感 也 一般 它家 的 双皮奶 个人 觉得 一般 没有 顺德 的 双皮奶 正宗 好吃,很好,好,好,518986,4,2018,6,1,23,193
irenechu,2018/6/26 19:02,sml-str40,导游 带去 的 还 得 是 本地人 今天 带我去 了 两个 地方 都 是 好吃 不贵 有 特色 双皮奶 甜度 适中 奶 味十足 加上 红豆 非常 好吃 煲 仔粥 加 了 虾丸 鱼肉 猪肝 叉烧 生菜 海蜇 鱿鱼 油条 段 和 一个 不 知道 啥 味道鲜美 加料 丰富 粥 熬 得 粘稠 北方 人 对 南方人 熬粥 煲汤 是 服气 的 可惜 没 喝完 料 都 吃 了 粥 剩 了 一些 推荐,很好,很好,很好,518986,4,2018,6,1,19,215
铁观音回甘,2018/6/26 18:37,sml-str30,慕名而来 人太多 放弃 堂食 直接 在 门口 有 打包 甜品 卖 双皮奶 是 招牌 点 了 两份 红豆 的 有点 小 失望 可能 期待值 太高 的 原因 吧 红豆 太甜 双皮奶 还 可以 无功 无过 的 感觉 以后 这种 很多 人 推荐 的 还是 不要 轻易 尝试 了 人 多 排队 不 说 还 吃 不到 自己 想要 的,好,好,好,518986,3,2018,6,1,18,181
筱原桃,2018/6/26 11:08,sml-str50,广州 朋友 倾力 推荐 的 甜品店 刚好 在 上下 九 附近 就 过来 尝下 环境 估计 是 这边 租金 比较 贵 环境 一般 到处 都 是 桌子 服务 可能 人太多 了 基本点 甜品 都 是 需要 等待 还好 我们 去 的 时候 有 位置 坐 菜品 双皮奶 一定 要加 红豆 广州 双皮奶 用量 肯定 是 货真价实 的 里面 口感 要 醇厚 些 所以 只是 奶 可能 会 觉得 腻 一定 要加 红豆 在 一起 吃 姜撞奶 可能 以前 没吃过 这种 就 感觉 一般 不太 习惯 姜味,非常好,非常好,非常好,518986,5,2018,6,1,11,246
Eleanor779,2018/6/26 10:01,sml-str30,大概 是 热度 比较 高 的 店 但 服务 一般 价格 偏贵,好,一般,一般,518986,3,2018,6,1,10,22
zi_xiao,2018/6/26 8:06,sml-str40,中午 时间 去 的 人 超级 多 当然 啦 本来 那条 街 就是 人来人往 很 热闹 的 门口 也 摆 了 桌子 里面 都 是 人 因为 我们 是 冲着 双皮奶 去 的 所以 选择 了 打包 走 打包 费元 我 选 的 芒果 伴 双皮奶 芒果 在 双皮奶 上铺 了 一层 因此 芒果 味道 挺 浓郁 的 双皮奶 甜甜的 味道 也 很 好,非常好,好,很好,518986,4,2018,6,1,8,185
hanqingnuan,2018/6/25 22:45,sml-str50,上下 九 步行街 必吃 小吃 之一 非 周末 非 假期 都 是 满满的 人 当地人 跟 游客 都 有 环境 还 可以 店面 不算 小有 两层 双皮奶 味道 非常 非常 非常 浓 感觉 每 一口 都 在 吃 着 香香的 脂肪 罪恶 但 还是 推荐 试一下 毕竟 这么 好吃 的 双皮奶 不是 哪儿 都 有 肥 可以 之后 再减 还 点 了 一份 鲜虾 肠粉 肠粉 味道 中规中矩,非常好,非常好,非常好,518986,5,2018,6,0,22,199
chrissunny,2018/6/25 21:59,sml-str50,位置 广州 上下 九 步行街 环境 干净 整洁 周内 下午 去 的 人 很多 坐在 二楼 和 人 拼桌 服务 点单 上菜 都 很快 菜品 红豆 双皮奶 醇香 浓郁 红豆 像是 红 豆沙 不会 很甜 杨枝 甘露 反而 比 双皮奶 更合 我 口味 酸甜 可口 总体 来说 还是 比较满意 的,非常好,非常好,非常好,518986,5,2018,6,0,21,179
日月的诱惑,2018/6/25 19:39,sml-str30,来到 南信 就 进来 尝个 甜品 看 了 点评 点 了 推荐 的 杨枝 甘露 拌 雪糕 和 凤凰 奶糕 都 不错,好,好,好,518986,3,2018,6,0,19,39
JellysJY,2018/6/25 16:22,sml-str50,去 广州 必须 天天 吃 甜品 去 上下 九 也 是 必须 打卡 的 一家 老字号 注意 他们 家 只 收 现金 现在 都 是 第一次 去 点餐 的 时候 真的 惊 了 幸好 手头 现金 够 想 吃 的 有 小吃 也 有 甜品 第一次 去 广州 的 时候 打卡 了 碗 仔面 和 鲜虾 肠粉 还有 各种 甜品 第二次 就 奔 着 甜品 去 的 拍 的 照片 找 不到 了 但 总结 就是 很 便宜 还 好吃 量 还 大 毕竟 大连 能 吃 的 只有 满记 价格 不用说 了 还 超级 迷你 一份 姜撞奶 有 热 的 也 有 凉 的 虽然 天 很 热 但是 很多 当地人 还是 吃 热 的 多 杨枝 甘露 太 好吃 了 关键 满满的 一碗 料 还 贼 足 五颗星 艇 仔粥 这个 没 吃 上 但是 看好 多 当地 的 爷爷奶奶 都 吃 这个 所以 想 喝粥 可以 考虑一下 南信 传统 香滑 奶茶 港式 奶茶 味道 凉 的 好 好喝 必点 环境 两层 人 好像 一直 都 很多 但是 去 到 排 一会 就 有 位置 也 有 外带 服务 在 店门口 就 可以 直接 点餐,非常好,非常好,非常好,518986,5,2018,6,0,16,424
黄老邪_深圳,2018/6/25 10:45,sml-str30,广州 西关 的 老字号 甜品店 果然 名不虚传 据说 有 六十多年 历史 虽然 已经 是 下午 两点 多 了 但是 仍然 顾客 盈门 排队 的 人 好多 要 吃 甜品 只能 是 拼台 从 桌 台上 拿 一个 纸质 的 号牌 去 排队 点餐 双皮奶 真的 非常 好吃 香滑 可口 味道 浓郁 甜味 控制 得 刚刚 好 推荐 一下,好,好,好,518986,3,2018,6,0,10,188
安自如,2018/6/25 5:48,sml-str50,南信 可以 说 是 广州 甜品店 的 老字号 了 位置 呢 就 在 非常 繁华 的 上下 九玩累 了 走累 了 可以 进来 坐 一 坐 吃 点 甜点 他家 的 双皮奶 啊 牛 三星 杨枝 甘露 都 是 很 有名 的 味道 的 非常 棒 而且 做法 也 正宗 的 唯一 让 人 十分 心累 的 就是 每次 去 都 要 长达 半小时 以上 的 等位 排队 真的 伤心 啊,非常好,非常好,非常好,518986,5,2018,6,0,5,190
Benjaminjz,2018/6/24 20:56,sml-str50,在 上下 九 步行街 逛逛 来到 这家 据说 是 广州 最 好吃 的 售卖 双皮奶 的 餐厅 服务 一般般 基本 柜台 下单 都 后 自己 找 位置 坐好 等 了 好久好久 去 真的 好久 才 等到 点 的 双皮奶 上桌 真的 等 的 有点 小 绝望 了 肯定 是 生意 真的 太好 太好了 好 在 品尝 到 的 双皮奶 真的 没有 人 我 失望 奶 味十足 而且 绵密 配上 的 馅料 也 真的 好 搭 美味 所以 人家 东西 好吃 咱 就 不要 计较 服务 了 吧,非常好,非常好,一般,518986,5,2018,6,6,20,201
獾院秋田,2018/6/24 16:06,sml-str30,广州 美食 之 旅南信 牛奶 甜品 专家 打卡 从 沙面 过来 的 不是 很 远 里头 人 很多 的 全都 坐满 了 有些 乱乱的 双皮奶 还 可以 没 顺德 的 好吃 但 比 北京 的 好 红豆 糯 糯 的 拌 在 一起 味道 不错 因为 是 凉 的 双皮奶 比较 偏 固体 一些 上 汤 全蛋面 味道 一般 偏咸 辣椒酱 不辣 环境 人多 嘈杂 服务 人手 不太够 有点 收拾 不 过来,好,一般,好,518986,3,2018,6,6,16,227
yani1102,2018/6/24 13:16,sml-str40,姜撞奶 还是 可以 的 芝麻糊 也 香 不 知道 怎么 那么 多人来 吃 肠粉 和 云吞面 以 甜点 出名 的 店 何必 吃 别的,很好,很好,很好,518986,4,2018,6,6,13,47
瑶钱妹,2018/6/24 11:54,sml-str40,双皮奶 简直 太 好吃 了 有种 很 浓郁 的 奶 香味 道 就 原味 都 好吃 糯米 奶 不 晓得 啥 名字 了 感觉 颜值 很 高 的 样子 拼桌 的 是 两个 出差 的 小姐姐 他们 手里 的 陈 鱼皮 简直 吸引 我 了 问 他 好吃 不 我们 正说 下 一站 去 哪里 结果 被 告知 他们 吃 不惯 如 不 嫌弃 就 给 我们 分享 有 爱 啊 为 礼尚往来 特去 门口 买点 水果 作为 报答 然后 我 经历 了 最 坑 的 水果 点论 两买 重点 是 没 写 清楚 给钱 发现 一点点 东西 元 吓死 宝宝 了 重点 是 被 恐吓 说 必须 买 唉 心里 难受 就 南信 左边 的 水果店 千万别 去 啊 血 的 教训,非常好,好,一般,518986,4,2018,6,6,11,261
yangmei0313,2018/6/23 23:54,sml-str30,姜撞 奶太甜 吃 一口 就 腻 了 凝固 的 不是 很 成形 不如 路边 无名 小店 杨枝 甘露 还 可以,好,好,好,518986,3,2018,6,5,23,38
phoenix1009,2018/6/23 23:01,sml-str50,拔草 八十余年 老字号 南信 牛奶 甜品 专家 既 可以 吃 到 我 喜欢 的 甜品 红豆 双皮奶 椰汁 雪耳炖 木瓜 杨枝 甘露 龟苓膏 糖 不 甩 黑糯米 伴 雪糕 还 可以 吃 到 当地 特色小吃 牛杂 煲 鱼丸 面 羊杂 汤牛 三星 真是 一站 满足 我 多元化 的 需求 棒 极 啦 我 挨个 吃 了 一遍,非常好,非常好,非常好,518986,5,2018,6,5,23,180
boliww33,2018/6/23 22:34,sml-str50,去 广州 几天 里 唯一 二刷 的 地方 双皮奶 真的 太太 太 好吃 了 厚厚的 奶油 霜 的 味道 原味 和 椰汁 都 点 了 各有千秋 芝麻糊 不太甜 但是 很香侬 红豆冰 我 觉得 又 不是 打碎 的 看来 老式 红豆冰 都 不是 打碎 的 椰汁 绿豆沙 也 不错 大热天 降 降暑 不错,非常好,非常好,非常好,518986,5,2018,6,5,22,171
pawpaw8688,2018/6/23 20:33,sml-str50,南信 的 双皮奶 是 我 吃 过 最 好吃 的 双皮奶 比仁信 的 好吃 芒果 椰汁 双皮奶 元 一碗 奶味 香浓 入口 顺滑 细腻 感堪 比 奶油 一碗 吃 完 感觉 连 嘴唇 都 是 滑溜溜 的 鲜虾 云吞 都 是 不错 的 选择 用料 十足 而且 上乘 粒粒 鲜虾 云吞 都 好 饱满 重点 是 够 新鲜 跟 在 澳门 吃 到 的 云吞 差不多 有 好 自然 有 不好 啦 煲 仔 牛杂 元 一碗 虽然 写明 有 萝卜 但是 无 想到 萝卜 竟然 这么 多 牛杂 很少 加上 牛杂 好 咸 而且 又 韧 火候 不够 不 推荐 这个,非常好,非常好,非常好,518986,5,2018,6,5,20,257
LENOVO_LY,2018/6/23 19:01,sml-str50,老 街上 的 甜品店 跟着 导航 很 好找 环境 老店 卖 的 是 口味 没有 什么 环境 小 圆桌 有些 挤 双皮奶 主打 甜品 入口 奶味 浓郁 口感 细腻 柔软 那么 那么 的 好吃 艇 仔粥 也 很 不错 里面 东西 好 丰富 韭黄 虾肠 好 大 一份 但是 里边 的 料 不是 很足 不 建议 点 服务 服务员 很 热情 帮忙 找座 上菜 也 很快,非常好,非常好,非常好,518986,5,2018,6,5,19,204
舌尖上的风范,2018/6/23 18:03,sml-str50,关于 双皮奶 有 这样 一个 传说 旧时 有 一人 将 头天 卖 剩 的 奶 搁置 一旁 摊冻 后 发现 面上 结了 一层 奶皮 他 觉得 有趣 第二天 又 在 上面 倒 上 一层 奶 就 这样 双皮奶 出世 了 双皮奶 是 以 优质 水牛 牛奶 和 蛋白 白糖 等 混合 以炖 好 后 牛奶 双层 凝固 色 洁白 膏状 呈 半 固体 光洁 平滑 奶皮 不离 碗 边 风味 甜香 软滑 营养 丰富 别具一格 具 润肺 养颜之效,非常好,很好,很好,518986,5,2018,6,5,18,227
麻辣小龍蝦,2018/6/23 15:27,sml-str50,在 广州 期间 一共 来 了 两次 朋友 特别 推荐 的 凤凰 奶糊 我们 另外 还点 了 芝麻糊 双皮奶 牛腩 都 好 好吃 啊 凤凰 奶糊 在 我们 回来 后 就 一直 想 呀 但是 在 上海 好像 没 搜到 有 卖 的 心心念念 啊 芝麻糊 和 双皮奶 的 味道 也 很 浓郁 牛腩 炖 的 很烂 也 很 好吃 下次 有 机会 还要 去 光顾,非常好,非常好,非常好,518986,5,2018,6,5,15,185
大宝贝_piz,2018/6/22 21:00,sml-str40,第三次 来 这次 的 双皮奶 好 啊 也许 晚上 吃 多 了,很好,很好,很好,518986,4,2018,6,4,21,25
胖胖pigpig,2018/6/22 17:47,sml-str40,本着 来 广州 一定 要 来 一家 这样 的 老字号 甜品店 尝尝 的 心态 找到 了 这家 人多到 不行 进来 一定 先找 位置 找 了 位置 要 菜单 然后 选好 了 去 点 菜单 密密麻麻 的 眼睛 都 挑花 了 选 了 四样 冰糖 雪耳炖 木瓜 凉凉的 很润 很 清爽 夏天 吃 这个 就 不会错 啦 木瓜 和 雪 耳 都 很大 块 满足 的 当然 如果 不 喜欢 吃 木瓜 的 就 不要 尝试 了 毕竟 有些 人会 觉得 木瓜 有点 涩 芒果 双皮奶 双皮奶 奶味 足够 弹弹 的 混合 芒果 挺好吃 哒 不过 就 哪里 都 吃 的 到 而且 味道 也 不 惊艳 中规中矩 喜欢 芒果 的 还是 可以 尝试 一下 姜撞奶 热乎乎 暖暖的 就是 不 喜欢 姜 做成 甜品 哇 平时 还要 吃 姜爆 鸭丝 但 做成 甜品 就 怪怪的 红豆冰 好像 是 这个 随便 进 一家 店 都 有 的 夸张 但是 算是 广州 的 招牌 甜品 吧 每家店 都 还 不错 就 没 必要 专门 来 这里 挤 在 人 堆 里 吃 啦 当然 如果 都 来 了 就 别错过 啦,很好,很好,很好,518986,4,2018,6,4,17,416
吃肉就开心,2018/6/22 11:23,sml-str40,人山人海 的 南信 我们 就 点 了 个 双皮奶 双皮奶 好 厚实 啊 我们 三个 人 吃 一碗 都 觉得 腻 啊 就是 满满的 奶味加 甜味 多 吃 了 真的 会 有点 腻,很好,好,好,518986,4,2018,6,4,11,63
吾皇猫有点萌,2018/6/22 10:45,sml-str40,哎 又 是 一个 老字号 来 拔草 的 我 发现 我 可能 是 和 广州 的 甜品 无缘 吧 吃 到 的 都 不 好吃 这家 双皮奶 特别 浓稠 没有 顺滑 和 爽滑 的 感觉 尤其 是 夏天 吃会 觉得 特别 腻 大家 想来 拔草 的 就 试一下 真的 就 一般,好,非常好,非常好,518986,4,2018,6,4,10,164
一颗小花生,2018/6/22 10:43,sml-str50,去 上下 九 步行街 闲逛 这家 看 名字 以为 只有 甜品 进去 后 发现 什么 都 有 就 在 里面 解决 了 晚饭 三个 人点 了 八个 菜 人均 元 在 上海 几乎 遇不到 这样 的 性价比 云吞面 保持 常规 水平 量 很大 八个 也 不 知道 十个 女孩子 吃 也 吃不完 主要 说 说 甜品 我点 了 奶糊 和 普通 双皮奶 奶糊 我 在 上海 没有 吃 过 第一次 吃 真的 满口 牛奶 味 很 香 很甜 很 有 幸福 的 感觉 是 我 喜欢 的 类型 不过 如果 不爱 吃 甜 的 人 应该 会 觉得 很 齁 双皮奶 非常 的 厚 和 上海 的 大多数 双皮奶 口味 也 不同 首先 真的 是 双 的 表面 一层 很 明显 的 看 的 出来 也 吃 的 出来 都 很 有 质感 让 人 回味无穷 值得 一试,非常好,很好,很好,518986,5,2018,6,4,10,318
野驴娜娜,2018/6/22 10:17,sml-str50,上下 九 步行街 店 营业 到 晚上 简直 是 福音 因为 到 店 时间 有点 晚 了 就 点 了 甜品 吃 别的 也 吃不下 了 杨枝 甘露 比 我 在 其他 地方 吃 过 的 都 好 口感 好 味道 浓 店里 总是 爆满 排 大队 而且 品种 太 多 桌子 玻璃板 下 有 菜单 一次 也 吃 不了 那么 多 以后 有 机会 还要 再 去 吃 吃 其他,非常好,非常好,非常好,518986,5,2018,6,4,10,193
陈小文_8955,2018/6/22 9:35,sml-str40,这家 是 男票 找 的 听说 特别 火爆 在 上下 九 步行街 上 我们 去 的 时候 快 两点 了 是 真的 特别 火爆 全是 等位 的 而且 她们 家 不 叫 号 就是 自己 进去 站 一桌 旁边 等 人家 吃 完 那种 当然 门口 也 有 做好 的 现成 的 可以 直接 打包带 走 的 那种 我们 点 了 热 的 红豆 双皮奶 因为 冷 的 卖完 了 想 吃 的 还是 早点 去 杨枝 甘露 和 冻 奶茶 双皮奶 奶味 很足 但是 因为 是 热 的 感觉 还是 冷 的 会 更 好吃 杨枝 甘露 料 很多 具体 不 记得 了 但是 味道 很 不错 奶茶 和 我 在 香港 喝 的 鸳鸯 奶茶 差不多 不过 茶味 更 重些 有点 苦涩 总的来说 口味 不错 就是 人太多 了 而且 也 不 排号 大厅 里 全是 乱糟糟 的 人 多 的 服务员 都 没发 这顿 花 了 五十 左右 价格 还是 挺 公道 的 建议 想 去 的 朋友 还是 早点 去,很好,好,好,518986,4,2018,6,4,9,358
草莓土豆酱,2018/6/22 8:33,sml-str50,感觉 又 是 游客 打卡 必经 点 正好 在 上下 九 步行街 逛 没想到 无意 中 看到 南信 居然 这么 近 不吃 真对不起 了 也 很巧 一来 就 有 张空 桌点 了 两份 甜品 西米露 和 姜撞奶 姜撞奶 是 热 的 浓浓的 姜味 让 我 很 欢喜 牛奶 味 也 很 重 吃 多 了 会 觉得 腻 吧 个人 比较 喜欢 甜食 所以 还好 广州 这里 每家店 桌子 都 偏向 圆桌 很 好 拼桌 甜品 也 不是 很贵 和 正常 的 饮品 店 差不多 吧 这里 一楼 只收 现金 有 现金支付 的 还 比较 快 一些,非常好,非常好,很好,518986,5,2018,6,4,8,249
Yvn_Yan,2018/6/21 20:28,sml-str50,真的 很棒 就是 店 小 了 些 很 好吃,非常好,非常好,非常好,518986,5,2018,6,3,20,16
carmen籽雯,2018/6/21 18:46,sml-str40,老字号 啦 由 细细 个 食到 宜家 牛龟 甘大份 啦 一直 支持 忠实 粉丝 环境 老字号 的 配方 很 典雅 服务 呢 次 来 人 比较 少 服务周到 双皮奶 水 牛奶 炖 的 好 滑 入口 即 化 红豆 好 棉密 好 正 姜撞奶 哈哈 呢 个 我 挚爱 系列 真的 吃 的 出 浓浓的 姜味 牛 三星 粉好 大 一份 分量 足 总体 来说 这里 出品 对得起 价格 一直 没 失望,很好,很好,好,518986,4,2018,6,3,18,190
zisuilee,2018/6/21 17:44,sml-str40,牛杂 好吃 但 萝卜 糠 了 双皮奶 不错,很好,好,一般,518986,4,2018,6,3,17,15
SALYER03_5397,2018/6/21 12:26,sml-str40,带 我 的 亲戚 来 吃 广州 的 地道 小食 这家 店 不能 错过 在 上下 九 的 路上 不管 什么 时候 这家 店 都 是 那么 多人 招牌 的 双皮奶 和 姜撞奶 味道 很 好 啊 然后 还点 了 杨枝 甘露 其他 店会加 一些 西柚 酸酸甜甜 这家 做法 以 芒果 为主 有点 甜 老字号 值得 试 的,非常好,很好,很好,518986,4,2018,6,3,12,177
